68884,"",""
47656,2014-05-16T00:00:00.000+05:30,9626
57769,2013-07-25T00:00:00.000+05:30,9628
63107,2014-02-12T00:00:00.000+05:30,9628
7620,2013-09-10T00:00:00.000+05:30,9631
58608,2013-08-26T00:00:00.000+05:30,9631
16843,2013-11-07T00:00:00.000+05:30,9636
53228,2014-06-25T00:00:00.000+05:30,9638
4073,2013-08-17T00:00:00.000+05:30,9639
65589,2014-05-18T00:00:00.000+05:30,9639
4988,2013-08-24T00:00:00.000+05:30,9640
28217,2014-01-15T00:00:00.000+05:30,9640
32712,2014-02-12T00:00:00.000+05:30,9640
51638,2014-06-14T00:00:00.000+05:30,9645
36319,2014-03-05T00:00:00.000+05:30,9646
64256,2014-03-31T00:00:00.000+05:30,9646
41166,2014-04-04T00:00:00.000+05:30,9648
32837,2014-02-12T00:00:00.000+05:30,9649
46511,2014-05-09T00:00:00.000+05:30,9649
46576,2014-05-09T00:00:00.000+05:30,9650
11830,2013-10-05T00:00:00.000+05:30,9652
30012,2014-01-27T00:00:00.000+05:30,9652
44366,2014-04-26T00:00:00.000+05:30,9652
21286,2013-12-03T00:00:00.000+05:30,9660
36370,2014-03-05T00:00:00.000+05:30,9660
48832,2014-05-24T00:00:00.000+05:30,9660
52797,2014-06-21T00:00:00.000+05:30,9660
63468,2014-02-26T00:00:00.000+05:30,9660
28841,2014-01-19T00:00:00.000+05:30,9663
22204,2013-12-07T00:00:00.000+05:30,9666
43515,2014-04-21T00:00:00.000+05:30,9666
50396,2014-06-06T00:00:00.000+05:30,9666
13211,2013-10-14T00:00:00.000+05:30,9671
67292,2014-07-20T00:00:00.000+05:30,9671
13319,2013-10-15T00:00:00.000+05:30,9677
49520,2014-05-30T00:00:00.000+05:30,9677
43352,2014-04-20T00:00:00.000+05:30,9679
4200,2013-08-18T00:00:00.000+05:30,9686
61112,2013-12-01T00:00:00.000+05:30,9686
51130,2014-06-10T00:00:00.000+05:30,9689
58591,2013-08-26T00:00:00.000+05:30,9696
11858,2013-10-05T00:00:00.000+05:30,9699
19583,2013-11-23T00:00:00.000+05:30,9699
54105,2014-07-01T00:00:00.000+05:30,9699
58945,2013-09-08T00:00:00.000+05:30,9699
66858,2014-07-05T00:00:00.000+05:30,9700
942,2013-07-30T00:00:00.000+05:30,9704
20193,2013-11-27T00:00:00.000+05:30,9704
2370,2013-08-06T00:00:00.000+05:30,9705
60280,2013-11-01T00:00:00.000+05:30,9714
60987,2013-11-26T00:00:00.000+05:30,9714
10535,2013-09-27T00:00:00.000+05:30,9721
24439,2013-12-23T00:00:00.000+05:30,9721
67354,2014-07-23T00:00:00.000+05:30,9723
30927,2014-02-01T00:00:00.000+05:30,9727
52155,2014-06-17T00:00:00.000+05:30,9727
52457,2014-06-19T00:00:00.000+05:30,9727
945,2013-07-30T00:00:00.000+05:30,9732
23606,2013-12-18T00:00:00.000+05:30,9732
68320,2014-04-07T00:00:00.000+05:30,9732
36087,2014-03-03T00:00:00.000+05:30,9740
45029,2014-04-29T00:00:00.000+05:30,9740
58456,2013-08-21T00:00:00.000+05:30,9742
20384,2013-11-28T00:00:00.000+05:30,9747
761,2013-07-29T00:00:00.000+05:30,9748
13788,2013-10-19T00:00:00.000+05:30,9748
23367,2013-12-17T00:00:00.000+05:30,9748
27671,2014-01-12T00:00:00.000+05:30,9748
43218,2014-04-18T00:00:00.000+05:30,9748
39550,2014-03-26T00:00:00.000+05:30,9749
41772,2014-04-09T00:00:00.000+05:30,9749
31731,2014-02-06T00:00:00.000+05:30,9750
34910,2014-02-25T00:00:00.000+05:30,9750
44817,2014-04-28T00:00:00.000+05:30,9758
20051,2013-11-26T00:00:00.000+05:30,9760
40221,2014-03-30T00:00:00.000+05:30,9760
62392,2014-01-20T00:00:00.000+05:30,9760
22419,2013-12-09T00:00:00.000+05:30,9766
58420,2013-08-20T00:00:00.000+05:30,9767
63673,2014-03-06T00:00:00.000+05:30,9767
28771,2014-01-19T00:00:00.000+05:30,9771
52898,2014-06-23T00:00:00.000+05:30,9771
23879,2013-12-20T00:00:00.000+05:30,9773
44326,2014-04-26T00:00:00.000+05:30,9773
48309,2014-05-20T00:00:00.000+05:30,9781
56928,2014-07-20T00:00:00.000+05:30,9781
64191,2014-03-28T00:00:00.000+05:30,9781
236,2013-07-26T00:00:00.000+05:30,9785
3273,2013-08-12T00:00:00.000+05:30,9785
14693,2013-10-25T00:00:00.000+05:30,9786
40775,2014-04-02T00:00:00.000+05:30,9788
5602,2013-08-28T00:00:00.000+05:30,9789
52375,2014-06-18T00:00:00.000+05:30,9789
8125,2013-09-13T00:00:00.000+05:30,9799
10160,2013-09-26T00:00:00.000+05:30,9801
19165,2013-11-21T00:00:00.000+05:30,9801
23316,2013-12-16T00:00:00.000+05:30,9801
50550,2014-06-07T00:00:00.000+05:30,9801
27542,2014-01-11T00:00:00.000+05:30,9810
31180,2014-02-02T00:00:00.000+05:30,9812
57485,2014-07-23T00:00:00.000+05:30,9812
39193,2014-03-23T00:00:00.000+05:30,9817
57704,2014-07-24T00:00:00.000+05:30,9817
43858,2014-04-23T00:00:00.000+05:30,9822
17039,2013-11-08T00:00:00.000+05:30,9829
55344,2014-07-10T00:00:00.000+05:30,9829
21889,2013-12-06T00:00:00.000+05:30,9834
21440,2013-12-04T00:00:00.000+05:30,9836
53892,2014-06-30T00:00:00.000+05:30,9836
58971,2013-09-10T00:00:00.000+05:30,9845
61377,2013-12-12T00:00:00.000+05:30,9845
6684,2013-09-05T00:00:00.000+05:30,9859
21088,2013-12-01T00:00:00.000+05:30,9859
29025,2014-01-20T00:00:00.000+05:30,9859
32458,2014-02-10T00:00:00.000+05:30,9865
26717,2014-01-06T00:00:00.000+05:30,9869
30503,2014-01-30T00:00:00.000+05:30,9869
66898,2014-07-05T00:00:00.000+05:30,9869
22651,2013-12-11T00:00:00.000+05:30,9872
26309,2014-01-04T00:00:00.000+05:30,9872
2250,2013-08-06T00:00:00.000+05:30,9874
12448,2013-10-09T00:00:00.000+05:30,9874
39744,2014-03-27T00:00:00.000+05:30,9887
4635,2013-08-22T00:00:00.000+05:30,9894
29433,2014-01-22T00:00:00.000+05:30,9894
32582,2014-02-11T00:00:00.000+05:30,9894
8789,2013-09-18T00:00:00.000+05:30,9910
16369,2013-11-05T00:00:00.000+05:30,9910
49795,2014-06-01T00:00:00.000+05:30,9910
44207,2014-04-25T00:00:00.000+05:30,9911
22203,2013-12-07T00:00:00.000+05:30,9913
55367,2014-07-10T00:00:00.000+05:30,9913
13384,2013-10-15T00:00:00.000+05:30,9915
9393,2013-09-22T00:00:00.000+05:30,9923
52183,2014-06-17T00:00:00.000+05:30,9923
18075,2013-11-13T00:00:00.000+05:30,9926
29204,2014-01-21T00:00:00.000+05:30,9926
37219,2014-03-11T00:00:00.000+05:30,9926
8823,2013-09-18T00:00:00.000+05:30,9928
11808,2013-10-05T00:00:00.000+05:30,9928
24935,2013-12-26T00:00:00.000+05:30,9928
46024,2014-05-06T00:00:00.000+05:30,9928
2817,2013-08-10T00:00:00.000+05:30,9933
36819,2014-03-08T00:00:00.000+05:30,9941
44690,2014-04-27T00:00:00.000+05:30,9941
7708,2013-09-10T00:00:00.000+05:30,9942
9412,2013-09-22T00:00:00.000+05:30,9942
50076,2014-06-03T00:00:00.000+05:30,9942
56735,2014-07-19T00:00:00.000+05:30,9942
11072,2013-10-01T00:00:00.000+05:30,9954
44085,2014-04-24T00:00:00.000+05:30,9954
51344,2014-06-12T00:00:00.000+05:30,9954
17577,2013-11-11T00:00:00.000+05:30,9958
30403,2014-01-30T00:00:00.000+05:30,9958
5471,2013-08-27T00:00:00.000+05:30,9960
25343,2013-12-28T00:00:00.000+05:30,9960
67856,2013-11-27T00:00:00.000+05:30,9960
2043,2013-08-05T00:00:00.000+05:30,9969
33853,2014-02-18T00:00:00.000+05:30,9969
54597,2014-07-05T00:00:00.000+05:30,9969
11454,2013-10-04T00:00:00.000+05:30,9970
22103,2013-12-07T00:00:00.000+05:30,9970
25523,2013-12-30T00:00:00.000+05:30,9970
33494,2014-02-16T00:00:00.000+05:30,9972
56686,2014-07-18T00:00:00.000+05:30,9972
57211,2014-07-21T00:00:00.000+05:30,9972
36846,2014-03-08T00:00:00.000+05:30,9973
49219,2014-05-28T00:00:00.000+05:30,9973
19391,2013-11-22T00:00:00.000+05:30,9980
22496,2013-12-10T00:00:00.000+05:30,9980
25166,2013-12-27T00:00:00.000+05:30,9980
5288,2013-08-26T00:00:00.000+05:30,9984
6495,2013-09-03T00:00:00.000+05:30,9993
14780,2013-10-26T00:00:00.000+05:30,9993
48336,2014-05-20T00:00:00.000+05:30,9994
53678,2014-06-27T00:00:00.000+05:30,9997
27389,2014-01-11T00:00:00.000+05:30,10011
20867,2013-11-30T00:00:00.000+05:30,10013
26093,2014-01-03T00:00:00.000+05:30,10013
57706,2014-07-24T00:00:00.000+05:30,10013
19999,2013-11-25T00:00:00.000+05:30,10014
21224,2013-12-03T00:00:00.000+05:30,10014
35414,2014-02-28T00:00:00.000+05:30,10021
42441,2014-04-12T00:00:00.000+05:30,10021
5128,2013-08-25T00:00:00.000+05:30,10023
36502,2014-03-06T00:00:00.000+05:30,10023
63625,2014-03-04T00:00:00.000+05:30,10024
52714,2014-06-20T00:00:00.000+05:30,10025
56329,2014-07-16T00:00:00.000+05:30,10025
67135,2014-07-15T00:00:00.000+05:30,10025
1491,2013-08-01T00:00:00.000+05:30,10029
49642,2014-05-31T00:00:00.000+05:30,10029
56142,2014-07-15T00:00:00.000+05:30,10029
67360,2014-07-23T00:00:00.000+05:30,10038
25445,2013-12-29T00:00:00.000+05:30,10042
35761,2014-03-01T00:00:00.000+05:30,10042
5093,2013-08-24T00:00:00.000+05:30,10044
6332,2013-09-03T00:00:00.000+05:30,10044
14435,2013-10-23T00:00:00.000+05:30,10044
54951,2014-07-08T00:00:00.000+05:30,10049
66492,2014-06-20T00:00:00.000+05:30,10049
3409,2013-08-13T00:00:00.000+05:30,10050
36858,2014-03-08T00:00:00.000+05:30,10050
4743,2013-08-23T00:00:00.000+05:30,10054
2770,2013-08-09T00:00:00.000+05:30,10056
16423,2013-11-05T00:00:00.000+05:30,10056
25094,2013-12-27T00:00:00.000+05:30,10056
41185,2014-04-04T00:00:00.000+05:30,10056
55384,2014-07-10T00:00:00.000+05:30,10056
1673,2013-08-02T00:00:00.000+05:30,10061
9883,2013-09-25T00:00:00.000+05:30,10061
12770,2013-10-11T00:00:00.000+05:30,10064
43637,2014-04-21T00:00:00.000+05:30,10064
52108,2014-06-16T00:00:00.000+05:30,10064
33193,2014-02-15T00:00:00.000+05:30,10067
27690,2014-01-12T00:00:00.000+05:30,10075
11313,2013-10-02T00:00:00.000+05:30,10080
4675,2013-08-22T00:00:00.000+05:30,10083
30706,2014-01-31T00:00:00.000+05:30,10083
30768,2014-01-31T00:00:00.000+05:30,10083
18527,2013-11-17T00:00:00.000+05:30,10084
59764,2013-10-12T00:00:00.000+05:30,10084
66640,2014-06-26T00:00:00.000+05:30,10084
22638,2013-12-11T00:00:00.000+05:30,10087
48406,2014-05-21T00:00:00.000+05:30,10089
13438,2013-10-15T00:00:00.000+05:30,10094
13582,2013-10-17T00:00:00.000+05:30,10094
17532,2013-11-11T00:00:00.000+05:30,10094
39305,2014-03-24T00:00:00.000+05:30,10094
38308,2014-03-18T00:00:00.000+05:30,10100
18358,2013-11-15T00:00:00.000+05:30,10106
51387,2014-06-12T00:00:00.000+05:30,10108
57163,2014-07-21T00:00:00.000+05:30,10108
60696,2013-11-17T00:00:00.000+05:30,10108
65421,2014-05-11T00:00:00.000+05:30,10110
12518,2013-10-09T00:00:00.000+05:30,10111
38164,2014-03-16T00:00:00.000+05:30,10111
48964,2014-05-25T00:00:00.000+05:30,10111
3312,2013-08-12T00:00:00.000+05:30,10115
44269,2014-04-25T00:00:00.000+05:30,10115
49052,2014-05-26T00:00:00.000+05:30,10115
61587,2013-12-19T00:00:00.000+05:30,10115
10522,2013-09-27T00:00:00.000+05:30,10117
61694,2013-12-22T00:00:00.000+05:30,10117
1021,2013-07-30T00:00:00.000+05:30,10118
20923,2013-12-01T00:00:00.000+05:30,10118
41825,2014-04-09T00:00:00.000+05:30,10118
47527,2014-05-15T00:00:00.000+05:30,10118
64495,2014-04-09T00:00:00.000+05:30,10118
36829,2014-03-08T00:00:00.000+05:30,10125
29346,2014-01-22T00:00:00.000+05:30,10127
57869,2013-07-29T00:00:00.000+05:30,10127
47144,2014-05-13T00:00:00.000+05:30,10136
34938,2014-02-25T00:00:00.000+05:30,10142
31868,2014-02-07T00:00:00.000+05:30,10150
6726,2013-09-05T00:00:00.000+05:30,10154
27869,2014-01-13T00:00:00.000+05:30,10154
10755,2013-09-29T00:00:00.000+05:30,10159
67286,2014-07-20T00:00:00.000+05:30,10159
23121,2013-12-15T00:00:00.000+05:30,10160
62159,2014-01-10T00:00:00.000+05:30,10160
31544,2014-02-05T00:00:00.000+05:30,10161
35704,2014-03-01T00:00:00.000+05:30,10161
68126,2014-02-12T00:00:00.000+05:30,10161
61456,2013-12-14T00:00:00.000+05:30,10162
4342,2013-08-20T00:00:00.000+05:30,10164
13085,2013-10-13T00:00:00.000+05:30,10164
18359,2013-11-15T00:00:00.000+05:30,10164
68380,2014-04-23T00:00:00.000+05:30,10164
4812,2013-08-23T00:00:00.000+05:30,10173
47734,2014-05-16T00:00:00.000+05:30,10173
50120,2014-06-03T00:00:00.000+05:30,10173
6435,2013-09-03T00:00:00.000+05:30,10175
63973,2014-03-19T00:00:00.000+05:30,10175
19747,2013-11-24T00:00:00.000+05:30,10185
42206,2014-04-10T00:00:00.000+05:30,10185
45092,2014-04-30T00:00:00.000+05:30,10185
67235,2014-07-18T00:00:00.000+05:30,10185
44380,2014-04-26T00:00:00.000+05:30,10193
45992,2014-05-06T00:00:00.000+05:30,10193
63820,2014-03-13T00:00:00.000+05:30,10193
67136,2014-07-15T00:00:00.000+05:30,10193
34148,2014-02-20T00:00:00.000+05:30,10198
41251,2014-04-04T00:00:00.000+05:30,10198
37907,2014-03-15T00:00:00.000+05:30,10209
65367,2014-05-10T00:00:00.000+05:30,10209
7723,2013-09-10T00:00:00.000+05:30,10212
37431,2014-03-12T00:00:00.000+05:30,10212
33937,2014-02-19T00:00:00.000+05:30,10214
21109,2013-12-01T00:00:00.000+05:30,10215
48714,2014-05-24T00:00:00.000+05:30,10215
3831,2013-08-16T00:00:00.000+05:30,10217
50376,2014-06-06T00:00:00.000+05:30,10217
30018,2014-01-27T00:00:00.000+05:30,10218
29177,2014-01-21T00:00:00.000+05:30,10221
30449,2014-01-30T00:00:00.000+05:30,10221
34238,2014-02-20T00:00:00.000+05:30,10221
10230,2013-09-26T00:00:00.000+05:30,10222
17228,2013-11-09T00:00:00.000+05:30,10224
39169,2014-03-23T00:00:00.000+05:30,10237
65156,2014-05-03T00:00:00.000+05:30,10237
65557,2014-05-17T00:00:00.000+05:30,10243
65716,2014-05-23T00:00:00.000+05:30,10243
35990,2014-03-03T00:00:00.000+05:30,10245
37159,2014-03-11T00:00:00.000+05:30,10245
15844,2013-11-03T00:00:00.000+05:30,10252
17146,2013-11-09T00:00:00.000+05:30,10252
46243,2014-05-07T00:00:00.000+05:30,10253
67039,2014-07-12T00:00:00.000+05:30,10253
11727,2013-10-05T00:00:00.000+05:30,10254
31536,2014-02-05T00:00:00.000+05:30,10254
7811,2013-09-11T00:00:00.000+05:30,10256
13487,2013-10-16T00:00:00.000+05:30,10256
38400,2014-03-18T00:00:00.000+05:30,10256
48443,2014-05-21T00:00:00.000+05:30,10256
16472,2013-11-05T00:00:00.000+05:30,10260
3746,2013-08-15T00:00:00.000+05:30,10269
40248,2014-03-31T00:00:00.000+05:30,10269
38961,2014-03-22T00:00:00.000+05:30,10270
55243,2014-07-09T00:00:00.000+05:30,10270
60082,2013-10-23T00:00:00.000+05:30,10273
38635,2014-03-20T00:00:00.000+05:30,10277
67754,2013-10-30T00:00:00.000+05:30,10277
36143,2014-03-04T00:00:00.000+05:30,10282
43820,2014-04-22T00:00:00.000+05:30,10295
57068,2014-07-20T00:00:00.000+05:30,10295
12996,2013-10-13T00:00:00.000+05:30,10300
20078,2013-11-26T00:00:00.000+05:30,10300
39577,2014-03-26T00:00:00.000+05:30,10302
44522,2014-04-26T00:00:00.000+05:30,10309
40767,2014-04-02T00:00:00.000+05:30,10313
3065,2013-08-11T00:00:00.000+05:30,10316
6156,2013-09-02T00:00:00.000+05:30,10316
27732,2014-01-12T00:00:00.000+05:30,10316
18117,2013-11-14T00:00:00.000+05:30,10322
49456,2014-05-29T00:00:00.000+05:30,10338
21265,2013-12-03T00:00:00.000+05:30,10341
5008,2013-08-24T00:00:00.000+05:30,10342
63627,2014-03-04T00:00:00.000+05:30,10342
24734,2013-12-25T00:00:00.000+05:30,10345
67157,2014-07-16T00:00:00.000+05:30,10345
13685,2013-10-18T00:00:00.000+05:30,10348
60650,2013-11-16T00:00:00.000+05:30,10348
61331,2013-12-10T00:00:00.000+05:30,10348
3980,2013-08-17T00:00:00.000+05:30,10355
39597,2014-03-26T00:00:00.000+05:30,10355
50139,2014-06-03T00:00:00.000+05:30,10355
62909,2014-02-06T00:00:00.000+05:30,10355
36126,2014-03-04T00:00:00.000+05:30,10357
52831,2014-06-22T00:00:00.000+05:30,10360
14358,2013-10-23T00:00:00.000+05:30,10361
27133,2014-01-09T00:00:00.000+05:30,10361
28283,2014-01-15T00:00:00.000+05:30,10361
25574,2013-12-30T00:00:00.000+05:30,10367
34590,2014-02-23T00:00:00.000+05:30,10367
38434,2014-03-18T00:00:00.000+05:30,10367
40032,2014-03-30T00:00:00.000+05:30,10367
43486,2014-04-21T00:00:00.000+05:30,10369
4348,2013-08-20T00:00:00.000+05:30,10377
20046,2013-11-26T00:00:00.000+05:30,10377
28463,2014-01-16T00:00:00.000+05:30,10382
46922,2014-05-11T00:00:00.000+05:30,10382
17613,2013-11-11T00:00:00.000+05:30,10386
24488,2013-12-24T00:00:00.000+05:30,10386
51425,2014-06-13T00:00:00.000+05:30,10386
62985,2014-02-08T00:00:00.000+05:30,10386
40440,2014-03-31T00:00:00.000+05:30,10389
56729,2014-07-19T00:00:00.000+05:30,10389
309,2013-07-26T00:00:00.000+05:30,10396
56297,2014-07-16T00:00:00.000+05:30,10396
5372,2013-08-26T00:00:00.000+05:30,10398
14767,2013-10-26T00:00:00.000+05:30,10398
2775,2013-08-09T00:00:00.000+05:30,10402
66827,2014-07-03T00:00:00.000+05:30,10402
4802,2013-08-23T00:00:00.000+05:30,10408
18884,2013-11-19T00:00:00.000+05:30,10408
58638,2013-08-27T00:00:00.000+05:30,10408
24088,2013-12-21T00:00:00.000+05:30,10412
10415,2013-09-27T00:00:00.000+05:30,10414
32211,2014-02-09T00:00:00.000+05:30,10417
44268,2014-04-25T00:00:00.000+05:30,10417
57063,2014-07-20T00:00:00.000+05:30,10424
10697,2013-09-28T00:00:00.000+05:30,10425
27872,2014-01-13T00:00:00.000+05:30,10425
35275,2014-02-27T00:00:00.000+05:30,10425
16144,2013-11-04T00:00:00.000+05:30,10430
55711,2014-07-12T00:00:00.000+05:30,10430
57758,2013-07-25T00:00:00.000+05:30,10430
1281,2013-07-31T00:00:00.000+05:30,10431
47248,2014-05-13T00:00:00.000+05:30,10432
7365,2013-09-08T00:00:00.000+05:30,10434
18997,2013-11-20T00:00:00.000+05:30,10434
24435,2013-12-23T00:00:00.000+05:30,10440
50135,2014-06-03T00:00:00.000+05:30,10440
64400,2014-04-06T00:00:00.000+05:30,10440
319,2013-07-26T00:00:00.000+05:30,10445
10674,2013-09-28T00:00:00.000+05:30,10445
41049,2014-04-03T00:00:00.000+05:30,10445
59967,2013-10-18T00:00:00.000+05:30,10445
32383,2014-02-10T00:00:00.000+05:30,10452
52044,2014-06-16T00:00:00.000+05:30,10452
32062,2014-02-08T00:00:00.000+05:30,10460
2868,2013-08-10T00:00:00.000+05:30,10469
26119,2014-01-03T00:00:00.000+05:30,10469
9333,2013-09-22T00:00:00.000+05:30,10472
51602,2014-06-13T00:00:00.000+05:30,10472
58722,2013-08-31T00:00:00.000+05:30,10472
12285,2013-10-08T00:00:00.000+05:30,10473
32623,2014-02-11T00:00:00.000+05:30,10475
11960,2013-10-06T00:00:00.000+05:30,10486
42787,2014-04-15T00:00:00.000+05:30,10486
30320,2014-01-29T00:00:00.000+05:30,10499
39837,2014-03-28T00:00:00.000+05:30,10502
57714,2014-07-24T00:00:00.000+05:30,10502
34389,2014-02-21T00:00:00.000+05:30,10503
48108,2014-05-19T00:00:00.000+05:30,10503
58709,2013-08-30T00:00:00.000+05:30,10503
29306,2014-01-22T00:00:00.000+05:30,10505
35491,2014-02-28T00:00:00.000+05:30,10505
47532,2014-05-15T00:00:00.000+05:30,10505
10332,2013-09-27T00:00:00.000+05:30,10507
57001,2014-07-20T00:00:00.000+05:30,10507
2906,2013-08-10T00:00:00.000+05:30,10512
13149,2013-10-13T00:00:00.000+05:30,10512
36284,2014-03-04T00:00:00.000+05:30,10512
16429,2013-11-05T00:00:00.000+05:30,10513
931,2013-07-30T00:00:00.000+05:30,10514
51212,2014-06-11T00:00:00.000+05:30,10514
52031,2014-06-16T00:00:00.000+05:30,10514
59521,2013-10-02T00:00:00.000+05:30,10514
2122,2013-08-05T00:00:00.000+05:30,10518
10568,2013-09-28T00:00:00.000+05:30,10518
43219,2014-04-18T00:00:00.000+05:30,10518
48740,2014-05-24T00:00:00.000+05:30,10518
57643,2014-07-24T00:00:00.000+05:30,10518
59129,2013-09-16T00:00:00.000+05:30,10518
3702,2013-08-15T00:00:00.000+05:30,10526
25849,2013-12-31T00:00:00.000+05:30,10526
43673,2014-04-21T00:00:00.000+05:30,10526
65545,2014-05-17T00:00:00.000+05:30,10526
22129,2013-12-07T00:00:00.000+05:30,10531
53274,2014-06-25T00:00:00.000+05:30,10531
2105,2013-08-05T00:00:00.000+05:30,10538
20393,2013-11-28T00:00:00.000+05:30,10538
53414,2014-06-26T00:00:00.000+05:30,10544
4522,2013-08-21T00:00:00.000+05:30,10550
13537,2013-10-16T00:00:00.000+05:30,10550
59603,2013-10-04T00:00:00.000+05:30,10550
38620,2014-03-20T00:00:00.000+05:30,10551
45079,2014-04-30T00:00:00.000+05:30,10551
56661,2014-07-18T00:00:00.000+05:30,10551
24681,2013-12-25T00:00:00.000+05:30,10554
55978,2014-07-14T00:00:00.000+05:30,10554
11594,2013-10-04T00:00:00.000+05:30,10556
44748,2014-04-28T00:00:00.000+05:30,10556
51919,2014-06-15T00:00:00.000+05:30,10556
6263,2013-09-02T00:00:00.000+05:30,10557
23155,2013-12-15T00:00:00.000+05:30,10559
31052,2014-02-02T00:00:00.000+05:30,10559
38462,2014-03-19T00:00:00.000+05:30,10559
41328,2014-04-05T00:00:00.000+05:30,10559
33620,2014-02-17T00:00:00.000+05:30,10561
33869,2014-02-18T00:00:00.000+05:30,10561
66329,2014-06-14T00:00:00.000+05:30,10571
34883,2014-02-25T00:00:00.000+05:30,10574
25772,2013-12-31T00:00:00.000+05:30,10579
43155,2014-04-18T00:00:00.000+05:30,10579
4638,2013-08-22T00:00:00.000+05:30,10584
23703,2013-12-19T00:00:00.000+05:30,10584
49907,2014-06-02T00:00:00.000+05:30,10584
68473,2014-05-19T00:00:00.000+05:30,10584
4535,2013-08-21T00:00:00.000+05:30,10589
8247,2013-09-14T00:00:00.000+05:30,10589
16439,2013-11-05T00:00:00.000+05:30,10589
33509,2014-02-16T00:00:00.000+05:30,10596
47643,2014-05-16T00:00:00.000+05:30,10596
1672,2013-08-02T00:00:00.000+05:30,10602
42841,2014-04-16T00:00:00.000+05:30,10611
66821,2014-07-03T00:00:00.000+05:30,10611
5656,2013-08-29T00:00:00.000+05:30,10612
11606,2013-10-04T00:00:00.000+05:30,10612
18803,2013-11-18T00:00:00.000+05:30,10612
35632,2014-03-01T00:00:00.000+05:30,10612
56998,2014-07-20T00:00:00.000+05:30,10612
62799,2014-02-01T00:00:00.000+05:30,10612
14728,2013-10-26T00:00:00.000+05:30,10613
35544,2014-02-28T00:00:00.000+05:30,10618
52510,2014-06-19T00:00:00.000+05:30,10618
60525,2013-11-10T00:00:00.000+05:30,10618
21974,2013-12-06T00:00:00.000+05:30,10621
29082,2014-01-20T00:00:00.000+05:30,10622
42335,2014-04-12T00:00:00.000+05:30,10625
54817,2014-07-07T00:00:00.000+05:30,10625
59510,2013-10-01T00:00:00.000+05:30,10625
56121,2014-07-15T00:00:00.000+05:30,10630
19706,2013-11-24T00:00:00.000+05:30,10631
26458,2014-01-05T00:00:00.000+05:30,10631
31313,2014-02-03T00:00:00.000+05:30,10631
45812,2014-05-05T00:00:00.000+05:30,10631
15842,2013-11-03T00:00:00.000+05:30,10637
26149,2014-01-03T00:00:00.000+05:30,10637
18466,2013-11-16T00:00:00.000+05:30,10638
29842,2014-01-26T00:00:00.000+05:30,10638
32363,2014-02-10T00:00:00.000+05:30,10638
52025,2014-06-16T00:00:00.000+05:30,10638
54688,2014-07-05T00:00:00.000+05:30,10638
65209,2014-05-04T00:00:00.000+05:30,10638
835,2013-07-29T00:00:00.000+05:30,10640
24302,2013-12-22T00:00:00.000+05:30,10643
57117,2014-07-20T00:00:00.000+05:30,10643
13991,2013-10-20T00:00:00.000+05:30,10647
20794,2013-11-30T00:00:00.000+05:30,10647
57272,2014-07-21T00:00:00.000+05:30,10647
22488,2013-12-10T00:00:00.000+05:30,10648
43211,2014-04-18T00:00:00.000+05:30,10648
5782,2013-08-29T00:00:00.000+05:30,10650
19711,2013-11-24T00:00:00.000+05:30,10650
23685,2013-12-19T00:00:00.000+05:30,10650
32170,2014-02-09T00:00:00.000+05:30,10655
39165,2014-03-23T00:00:00.000+05:30,10655
17552,2013-11-11T00:00:00.000+05:30,10657
47228,2014-05-13T00:00:00.000+05:30,10658
57464,2014-07-22T00:00:00.000+05:30,10658
57656,2014-07-24T00:00:00.000+05:30,10658
60977,2013-11-26T00:00:00.000+05:30,10658
50152,2014-06-04T00:00:00.000+05:30,10665
51023,2014-06-09T00:00:00.000+05:30,10665
13013,2013-10-13T00:00:00.000+05:30,10670
68802,2014-02-19T00:00:00.000+05:30,10670
49916,2014-06-02T00:00:00.000+05:30,10671
65992,2014-06-04T00:00:00.000+05:30,10671
3988,2013-08-17T00:00:00.000+05:30,10686
49618,2014-05-31T00:00:00.000+05:30,10686
12132,2013-10-07T00:00:00.000+05:30,10687
54316,2014-07-03T00:00:00.000+05:30,10687
63086,2014-02-12T00:00:00.000+05:30,10687
1875,2013-08-03T00:00:00.000+05:30,10688
13419,2013-10-15T00:00:00.000+05:30,10689
16937,2013-11-07T00:00:00.000+05:30,10689
17548,2013-11-11T00:00:00.000+05:30,10689
30307,2014-01-29T00:00:00.000+05:30,10689
11998,2013-10-06T00:00:00.000+05:30,10697
7705,2013-09-10T00:00:00.000+05:30,10698
59452,2013-09-30T00:00:00.000+05:30,10698
7314,2013-09-08T00:00:00.000+05:30,10699
27310,2014-01-10T00:00:00.000+05:30,10699
57745,2014-07-24T00:00:00.000+05:30,10699
60000,2013-10-20T00:00:00.000+05:30,10699
7754,2013-09-10T00:00:00.000+05:30,10702
45014,2014-04-29T00:00:00.000+05:30,10702
54491,2014-07-04T00:00:00.000+05:30,10704
17449,2013-11-10T00:00:00.000+05:30,10708
47339,2014-05-14T00:00:00.000+05:30,10708
34640,2014-02-23T00:00:00.000+05:30,10709
54576,2014-07-05T00:00:00.000+05:30,10713
57603,2014-07-24T00:00:00.000+05:30,10713
34931,2014-02-25T00:00:00.000+05:30,10714
4343,2013-08-20T00:00:00.000+05:30,10715
8334,2013-09-14T00:00:00.000+05:30,10715
45163,2014-04-30T00:00:00.000+05:30,10715
54172,2014-07-02T00:00:00.000+05:30,10715
